Domain,Location on Site,Software,Members,Posts,Threads,Forum Detected
kenhrao.com,kenhrao.com,Xenforo,20448,371284,329959,Yes
kenyatalk.com,kenyatalk.com,Xenforo,57784,3852,215660,Yes
ketoforum.de,ketoforum.de,Xenforo,10,995,29,Yes
ketqua188.com,forum.ketqua188.com,Xenforo,15,102,72,Yes
kh-vids.net,kh-vids.net,Xenforo,-1,-1,-1,Yes
kia-forums.com,kia-forums.com,Xenforo,-1,-1,-1,Yes
kiaevforums.com,kiaevforums.com,Xenforo,-1,-1,-1,Yes
kiaownersclub.co.uk,kiaownersclub.co.uk,Xenforo,-1,-1,-1,Yes
kiasoulforums.com,kiasoulforums.com,Xenforo,-1,-1,-1,Yes
kingdomsatwar.com,forum.kingdomsatwar.com,Xenforo,-1,-1,-1,Yes
kingdomsofheckfire.com,forums.kingdomsofheckfire.com,Xenforo,-1,-1,-1,Yes
knittingparadise.com,knittingparadise.com,Xenforo,-1,-1,-1,Yes
nakedtiktok18.com,forum.nakedtiktok18.com,Xenforo,14478,25740,10282,Yes
naxja.org,dev3.naxja.org,Xenforo,76660,3919,321244,Yes
naxja.org,dev1.naxja.org,Xenforo,76660,3919,321244,Yes
